****** PSID DATA CENTER ************************* 
****** Variable labels for JobID = 362371 ******* 

Variable    Labels
TA130152   E8E WTR UNEMPLOYED IN NOVEMBER LAST YR  
TA130153   E8E WTR UNEMPLOYED IN DECEMBER LAST YR  
TA130154   E8B DAYS UNEMPLOYED LAST YR             
TA130155   ACCURACY OF DAYS UNEMPLOYED LAST YR     
TA130156   E8B WEEKS UNEMPLOYED LAST YR            
TA130157   ACCURACY OF WEEKS UNEMPLOYED LAST YR    
TA130158   E8B MONTHS UNEMPLOYED LAST YR           
TA130159   ACCURACY OF MONTHS UNEMPLOYED LAST YR   
TA130160   E7A WTR OUT OF LABOR FORCE LAST YEAR    
TA130161   E7E WTR OUT OF LABR FRCE IN JAN LAST YR 
TA130162   E7E WTR OUT OF LABR FRCE IN FEB LAST YR 
TA130163   E7E WTR OUT OF LABR FRCE IN MARCH LY    
TA130164   E7E WTR OUT OF LABR FRCE IN APRIL LY    
TA130165   E7E WTR OUT OF LABR FRCE IN MAY LY      
TA130166   E7E WTR OUT OF LABR FRCE IN JUNE LY     
TA130167   E7E WTR OUT OF LABR FRCE IN JULY LY     
TA130168   E7E WTR OUT OF LABR FRCE IN AUGUST LY   
TA130169   E7E WTR OUT OF LABR FRCE IN SEPT LY     
TA130170   E7E WTR OUT OF LABR FRCE IN OCTOBER LY  
TA130171   E7E WTR OUT OF LABR FRCE IN NOVEMBER LY 
TA130172   E7E WTR OUT OF LABR FRCE IN DECEMBER LY 
TA130173   E7B DAYS OUT OF LABOR FORCE LAST YR     
TA130174   ACCURACY DAYS OUT LABOR FRCE LAST YR    
TA130175   E7B WEEKS OUT OF LABOR FORCE  LAST YR   
TA130176   ACCURACY WEEKS OUT LABOR FRCE LAST YR   
TA130177   E7B MONTHS OUT OF LABOR FORCE  LAST YR  
TA130178   ACCURACY MONTHS OUT LABOR FRCE LAST YR  
TA130179   E9F WTR UNEMP & LOOKD FOR WORK YR B4 LAS
TA130180   E9K WTR UNEMPLOYED IN JANUARY YR B4 LAST
TA130181   E9K WTR UNEMPLOYED IN FEBRUARY YR B4 LAS
TA130182   E9K WTR UNEMPLOYED IN MARCH YR B4 LAST  
TA130183   E9K WTR UNEMPLOYED IN APRIL YR B4 LAST  
TA130184   E9K WTR UNEMPLOYED IN MAY YR BEFORE LAST
TA130185   E9K WTR UNEMPLOYED IN JUNE YR BEFORE LAS
TA130186   E9K WTR UNEMPLOYED IN JULY YR BEFORE LAS
TA130187   E9K WTR UNEMPLOYED IN AUGUST YR B4 LAST 
TA130188   E9K WTR UNEMPLOYED IN SEPTEMBR YR B4 LAS
TA130189   E9K WTR UNEMPLOYED IN OCTOBER YR B4 LAST
TA130190   E9K WTR UNEMPLOYED IN NOVEMBER YR B4 LAS
TA130191   E9K WTR UNEMPLOYED IN DECEMBER YR B4 LAS
TA130192   E9G DAYS UNEMPLOYED YR B4 LAST          
TA130193   ACCURACY OF DAYS UNEMPLOYED YR B4 LAST  
TA130194   E9G WEEKS UNEMPLOYED YR B4 LAST         
TA130195   ACCURACY OF WEEKS UNEMPLOYED YR B4 LAST 
TA130196   E9G MONTHS UNEMPLOYED YR B4 LAST        
TA130197   ACCURACY OF MONTHS UNEMPLOYED YR B4 LAST
TA130198   E9A WTR OUT OF LABOR FORCE YR BEFORE LAS
TA130199   E9E WTR OUT OF LABR FRCE IN JAN YR B4LAS
TA130200   E9E WTR OUT OF LABR FRCE IN FEB YR B4LAS
TA130201   E9E WTR OUT OF LABR FRCE IN MAR YR B4LAS
TA130202   E9E WTR OUT OF LABR FRCE IN APR YR B4LAS
TA130203   E9E WTR OUT OF LABR FRCE IN MAY YR B4LAS
TA130204   E9E WTR OUT OF LABR FRCE IN JUN YR B4LAS
TA130205   E9E WTR OUT OF LABR FRCE IN JUL YR B4LAS
TA130206   E9E WTR OUT OF LABR FRCE IN AUG YR B4LAS
TA130207   E9E WTR OUT OF LABR FRCE IN SEP YR B4LAS
TA130208   E9E WTR OUT OF LABR FRCE IN OCT YR B4LAS
TA130209   E9E WTR OUT OF LABR FRCE IN NOV YR B4LAS
TA130210   E9E WTR OUT OF LABR FRCE IN DEC YR B4LAS
TA130211   E9B DAYS OUT OF LABOR FORCE YR B4 LAST  
TA130212   ACCURACY DAYS OUT OF LABR FOR YR B4 LAST
TA130213   E9B WKS OUT OF LABOR FORCE  YR B4 LAST  
TA130214   ACCURACY WKS OUT OF LABR FOR YR B4 LAST 
TA130215   E9B MONTHS OUT OF LABR FRCE  YR B4 LAST 
TA130216   ACCURACY MOS OUT OF LAB FOR YR B4 LAST  
TA130217   E16-17 MAIN JOB INDICATOR               
TA130218   E6 BEGINNING MONTH--JOB 1               
TA130219   E6 BEGINNING YEAR--JOB 1                
TA130220   E6 ENDING MONTH--JOB 1                  
TA130221   E6 ENDING YEAR--JOB 1                   
TA130222   E20 MAIN OCC (2012 CODE)--JOB 1         
TA130223   E21 MAIN IND (2012 CODE)--JOB 1         
TA130224   E21B MIN FOR ROUND TRIP COMMUTE--JOB 1  
TA130225   E28A WTR JOB REQUIRES COMPUTER USE-JOB 1
TA130226   E29 WTR PAID SALARY/HOURLY/OTHER--JOB 1 
TA130227   E30 SALARY AMOUNT--JOB 1                
TA130228   E30 SALARY TIME UNIT--JOB 1             
TA130229   E33 HOURLY REGULAR RATE--JOB 1          
TA130230   E34 OT DIFFERENTIAL 1ST MENTION--JOB 1  
TA130231   E34 OT DIFFERENTIAL 2ND MENTION--JOB 1  
TA130232   E34A EXACT OT PAY IF SPEC HOURLY--JOB 1 
TA130233   E34A EXACT OT PAY TIME UNIT--JOB 1      
TA130234   E36 AVERAGE TIPS--JOB 1                 
TA130235   E36A TIPS TIME UNIT--JOB 1              
TA130236   E37 AVG COMMISSIONS--JOB 1              
TA130237   E37A COMMISSIONS TIME UNIT--JOB 1       
TA130238   E38 HOW PAID IF NOT SALARIED/HRLY--JOB 1
TA130239   E30B WTR HAS HEALTH INS FROM MAIN JOB   
TA130240   E30B WTR HAS RETIREMENT FROM MAIN JOB   
TA130241   E30B WTR GETS SICK DAYS FROM MAIN JOB   
TA130242   E30B WTR GETS VACATION DAYS ON MAIN JOB 
TA130243   E30C WTR MAIN JOB EMPLR OFFER HEALTH INS
TA130244   E30D WTR COULD GET HEALTH INS MAIN JOB  
TA130245   E30E WHY NOT IN HEALTH PLAN MAIN JOB    
TA130246   E30H WTR EMPLOYER OFFER RETIREMENT PLAN 
TA130247   E30J COULD PARTICIPATE IN RETIREMT PLAN 
TA130248   E40_1 WKS WORKED LAST YEAR--JOB 1       
TA130249   E40 HRS PER WK WORKED LAST YEAR--JOB 1  
TA130250   ACCURACY OF HRS PER WK LAST YR--JOB 1   
TA130251   E41 WTR WORKED ADDL OT LAST YEAR--JOB 1 
TA130252   E41A ADDL OT HOURS LAST YEAR--JOB 1     
TA130253   E41B PER LAST YR OT HOURS TIME UNIT-JOB1
TA130254   E42 EARNINGS LAST YEAR--JOB 1           
TA130255   E42 LAST YEAR EARNINGS TIME UNIT--JOB 1 
TA130256   E43_1 WKS WORKED YR BEFORE LAST--JOB 1  
TA130257   E43 HRS PER WK WORKED YR B4 LAST--JOB 1 
TA130258   ACCURACY OF HRS PER WK YR B4 LAST--JOB 1
TA130259   E46 EARNINGS YR BEFORE LAST--JOB 1      
TA130260   E46 YR B4 LAST EARNINGS TIME UNIT--JOB 1
TA130261   E51 WHY JOB ENDED --JOB 1               
TA130262   E6 BEGINNING MONTH--JOB 2               
TA130263   E6 BEGINNING YEAR--JOB 2                
TA130264   E6 ENDING MONTH--JOB 2                  
TA130265   E6 ENDING YEAR--JOB 2                   
TA130266   E20 MAIN OCC (2012 CODE)--JOB 2         
TA130267   E21 MAIN IND (2012 CODE)--JOB 2         
TA130268   E40_1 WKS WORKED LAST YEAR--JOB 2       
TA130269   E40 HRS PER WK WORKED LAST YEAR--JOB 2  
TA130270   ACCURACY OF HRS PER WK LAST YR--JOB 2   
TA130271   E41 WTR WORKED ADDL OT LAST YEAR--JOB 2 
TA130272   E41A ADDL OT HOURS LAST YEAR--JOB 2     
TA130273   E41B PER LAST YR OT HOURS TIME UNIT-JOB2
TA130274   E42 EARNINGS LAST YEAR--JOB 2           
TA130275   E42 LAST YEAR EARNINGS TIME UNIT--JOB 2 
TA130276   E43_1 WKS WORKED YR BEFORE LAST--JOB 2  
TA130277   E43 HRS PER WK WORKED YR B4 LAST--JOB 2 
TA130278   ACCURACY OF HRS PER WK YR B4 LAST--JOB 2
TA130279   E46 EARNINGS YR BEFORE LAST--JOB 2      
TA130280   E46 LAST YEAR EARNINGS TIME UNIT--JOB 2 
TA130281   E51 WHY JOB ENDED --JOB 2               
TA130282   E6 BEGINNING MONTH--JOB 3               
TA130283   E6 BEGINNING YEAR--JOB 3                
TA130284   E6 ENDING MONTH--JOB 3                  
TA130285   E6 ENDING YEAR--JOB 3                   
TA130286   E20 MAIN OCC (2012 CODE)--JOB 3         
TA130287   E21 MAIN IND (2012 CODE)--JOB 3         
TA130288   E40_1 WKS WORKED LAST YEAR--JOB 3       
TA130289   E40 HRS PER WK WORKED LAST YEAR--JOB 3  
TA130290   ACCURACY OF HRS PER WK LAST YR--JOB 3   
TA130291   E41 WTR WORKED ADDL OT LAST YEAR--JOB 3 
TA130292   E41A ADDL OT HOURS LAST YEAR--JOB 3     
TA130293   E41B PER LAST YR OT HOURS TIME UNIT-JOB3
TA130294   E42 EARNINGS LAST YEAR--JOB 3           
TA130295   E42 LAST YEAR EARNINGS TIME UNIT--JOB 3 
TA130296   E43_1 WKS WORKED YR BEFORE LAST--JOB 3  
TA130297   E43 HRS PER WK WORKED YR B4 LAST--JOB 3 
TA130298   ACCURACY OF HRS PER WK YR B4 LAST--JOB 3
TA130299   E46 EARNINGS YR BEFORE LAST--JOB 3      
TA130300   E46 LAST YEAR EARNINGS TIME UNIT--JOB 3 
TA130301   E51 WHY JOB ENDED --JOB 3               
TA130302   E6 BEGINNING MONTH--JOB 4               
TA130303   E6 BEGINNING YEAR--JOB 4                
TA130304   E6 ENDING MONTH--JOB 4                  
TA130305   E6 ENDING YEAR--JOB 4                   
TA130306   E20 MAIN OCC (2012 CODE)--JOB 4         
TA130307   E21 MAIN IND (2012 CODE)--JOB 4         
TA130308   E40_1 WKS WORKED LAST YEAR--JOB 4       
TA130309   E40 HRS PER WK WORKED LAST YEAR--JOB 4  
TA130310   ACCURACY OF HRS PER WK LAST YR--JOB 4   
TA130311   E41 WTR WORKED ADDL OT LAST YEAR--JOB 4 
TA130312   E41A ADDL OT HOURS LAST YEAR--JOB 4     
TA130313   E41B PER LAST YR OT HOURS TIME UNIT-JOB4
TA130314   E42 EARNINGS LAST YEAR--JOB 4           
TA130315   E42 LAST YEAR EARNINGS TIME UNIT--JOB 4 
TA130316   E43_1 WKS WORKED YR BEFORE LAST--JOB 4  
TA130317   E43 HRS PER WK WORKED YR B4 LAST--JOB 4 
TA130318   ACCURACY OF HRS PER WK YR B4 LAST--JOB 4
TA130319   E46 EARNINGS YR BEFORE LAST--JOB 4      
TA130320   E46 LAST YEAR EARNINGS TIME UNIT--JOB 4 
TA130321   E51 WHY JOB ENDED --JOB 4               
TA130322   E6 BEGINNING MONTH--JOB 5               
TA130323   E6 BEGINNING YEAR--JOB 5                
TA130324   E6 ENDING MONTH--JOB 5                  
TA130325   E6 ENDING YEAR--JOB 5                   
TA130326   E20 MAIN OCC (2012 CODE)--JOB 5         
TA130327   E21 MAIN IND (2012 CODE)--JOB 5         
TA130328   E40_1 WKS WORKED LAST YEAR--JOB 5       
TA130329   E40 HRS PER WK WORKED LAST YEAR--JOB 5  
TA130330   ACCURACY OF HRS PER WK LAST YR--JOB 5   
TA130331   E41 WTR WORKED ADDL OT LAST YEAR--JOB 5 
TA130332   E41A ADDL OT HOURS LAST YEAR--JOB 5     
TA130333   E41B PER LAST YR OT HOURS TIME UNIT-JOB5
TA130334   E42 EARNINGS LAST YEAR--JOB 5           
TA130335   E42 LAST YEAR EARNINGS TIME UNIT--JOB 5 
TA130336   E43_1 WKS WORKED YR BEFORE LAST--JOB 5  
TA130337   E43 HRS PER WK WORKED YR B4 LAST--JOB 5 
TA130338   ACCURACY OF HRS PER WK YR B4 LAST--JOB 5
TA130339   E46 EARNINGS YR BEFORE LAST--JOB 5      
TA130340   E46 LAST YEAR EARNINGS TIME UNIT--JOB 5 
TA130341   E51 WHY JOB ENDED --JOB 5               
TA130342   NUMBER OF ADDITIONAL JOBS               
TA130343   E54 TOTAL WEEKS WORKED LAST YEAR        
TA130344   E56 AVG HRS/WK WORKED ALL JOBS LAST YEAR
TA130345   E58 TOTAL WEEKS WORKED YEAR BEFORE LAST 
TA130346   E60 AVG HRS/WK WORKD ALL JOBS YR B4 LAST
TA130347   E62 WTR EVER WORKED                     
TA130348   E63 MO LAST WORKED                      
TA130349   E63 YR LAST WORKED                      
TA130350   E64 WTR LOOKING FOR JOB                 
TA130351   BCDE65 WTR PUBLIC EMP AGENCY--HW        
TA130352   BCDE65 WTR PRIVATE EMP AGENCY--HW       
TA130353   BCDE65 WTR CHKD W/CURRENT EMP--HW       
TA130354   BCDE65 WTR CHKD W/OTHER EMP--HW         
TA130355   BCDE65 WTR CHKD W/FRIEND OR REL--HW     
TA130356   BCDE65 WTR PLACED OR ANSWERED ADS--HW   
TA130357   BCDE65 WTR OTHER ACTIVITY--HW           
TA130358   BCDE65 WTR DONE NOTHING--HW             
TA130359   BCDE65 WTR CONTACTED SCHOOL EMP CTRS--HW
TA130360   BCDE65 WTR THRU UNION/PROFSNL RGSTRY--HW
TA130361   BCDE65 WTR SENT RESUME/FILLED OUT AP--HW
TA130362   BCDE65 WTR ATTENDED JOB TRAINING PGM--HW
TA130363   BCDE65 WTR THRU JOB INTERVIEWS--HW      
TA130364   BCDE65 WTR LOOKED AT ADS/EMPL W/O AP--HW
TA130365   E65 WTR CHECKED WITH PUBLIC AGENCY      
TA130366   E65 WTR CHECKED WITH PRIVATE AGENCY     
TA130367   E65 WTR CHECKED WITH CURRENT EMPLOYER   
TA130368   E65 WTR CONTACTED OTHR EMPLOYER DIRECTLY
TA130369   E65 WTR REFERRED BY FRIENDS/RELATIVES   
TA130370   E65 WTR LOOKED AT ADS/JOB POSTINGS      
TA130371   E65 WTR OTHER ACTIVITY TO FIND WORK     
TA130372   E65 WTR DID NOTHING                     
TA130373   E65 WTR CONTACTED SCHOOL EMP CENTERS    
TA130374   E65 WTR THRU UNION/PROFSSNL RGSTRY      
TA130375   E65 WTR SENT RESUME/FILLED OUT APPS     
TA130376   E65 WTR ATTENDED JOB TRAINING PROGRAM   
TA130377   E65 WTR THRU JOB INTERVIEWS             
TA130378   E65 WTR LOOKED AT ADS/EMPL W/O APPLYING 
TA130379   E66 WTR WENT ON JOB IWS IN LAST 4 WKS   
TA130380   E67 YRS LOOKING FOR WORK                
TA130381   E67 MOS LOOKING FOR WORK                
TA130382   E67 WKS LOOKING FOR WORK                
TA130383   E67A DESCRIBE IDEAL JOB                 
TA130384   E67B NUM OF JOB APPLICATIONS LAST 4 WKS 
TA130385   E67C APPLIED FOR WHAT KIND OF JOB--JOB1 
TA130386   E67D WTR YOU HAVE TO MOVE FOR THIS--JOB1
TA130387   E67E MIN FOR COMMUTING TO THIS JOB--JOB1
TA130388   E67F JOB THRU PUBLIC EMPLOY AGENCY--JOB1
TA130389   E67F JOB THRU PRIVATE EMP AGENCY--JOB1  
TA130390   E67F JOB THRU CURRENT EMPLOYER--JOB1    
TA130391   E67F JOB THRU OTR EMPLOYER--JOB1        
TA130392   E67F JOB THRU FRIENDS/RELATIVES--JOB1   
TA130393   E67F JOB THRU ADS/POSTING--JOB1         
TA130394   E67F JOB THRU OTR SOURCE--JOB1          
TA130395   E67F JOB THRU SCHOOL/UNIV EMP CTR--JOB1 
TA130396   E67F WTR THRU UNION/PROFSNL RGSTRY--JOB1
TA130397   E67F JOB THRU JOB TRAINING--JOB1        
TA130398   E67F WTR THRU JOB INTERVIEWS--JOB1      
TA130399   E67G WTR YOU WERE OFFERED THIS JOB--JOB1
TA130400   E67H WAGE OFFERED FOR THIS JOB--JOB1    
TA130401   E67H WAGE OFFER UNIT--JOB1              
TA130402   E67K WTR YOU TOOK THIS JOB--JOB1        
TA130403   E67C APPLIED FOR WHAT KIND OF JOB--JOB2 
TA130404   E67F JOB THRU PUBLIC EMPLOY AGENCY--JOB2
TA130405   E67F JOB THRU PRIVATE EMP AGENCY--JOB2  
TA130406   E67F JOB THRU CURRENT EMPLOYER--JOB2    
TA130407   E67F JOB THRU OTR EMPLOYER--JOB2        
TA130408   E67F JOB THRU FRIENDS/RELATIVES--JOB2   
TA130409   E67F JOB THRU ADS/POSTING--JOB2         
TA130410   E67F JOB THRU OTR SOURCE--JOB2          
TA130411   E67F JOB THRU SCHOOL/UNIV EMP CTR--JOB2 
TA130412   E67F WTR THRU UNION/PROFSNL RGSTRY--JOB2
TA130413   E67F JOB THRU JOB TRAINING--JOB2        
TA130414   E67F WTR THRU JOB INTERVIEWS--JOB2      
TA130415   E67G WTR YOU WERE OFFERED THIS JOB--JOB2
TA130416   E67H WAGE OFFERED FOR THIS JOB--JOB2    
TA130417   E67H WAGE OFFER UNIT--JOB2              
TA130418   E67K WTR YOU TOOK THIS JOB--JOB2        
TA130419   E67C APPLIED FOR WHAT KIND OF JOB--JOB3 
TA130420   E67F JOB THRU PUBLIC EMPLOY AGENCY--JOB3
TA130421   E67F JOB THRU PRIVATE EMP AGENCY--JOB3  
TA130422   E67F JOB THRU CURRENT EMPLOYER--JOB3    
TA130423   E67F JOB THRU OTR EMPLOYER--JOB3        
TA130424   E67F JOB THRU FRIENDS/RELATIVES--JOB3   
TA130425   E67F JOB THRU ADS/POSTING--JOB3         
TA130426   E67F JOB THRU OTR SOURCE--JOB3          
